      31,  -0.003357,   0.985595,   0.234939
      46,  -0.003357,   0.991210,   0.234450
      62,  -0.005066,   0.989623,   0.237624
      78,  -0.005677,   0.984130,   0.234572
      93,  -0.004944,   0.980468,   0.233596
     109,  -0.004212,   0.980712,   0.234939
     125,  -0.003479,   0.985839,   0.233718
     140,  -0.000183,   0.988891,   0.233474
     156,  -0.005555,   0.992309,   0.232619
     171,  -0.005066,   0.985595,   0.231765
     187,  -0.006531,   0.986327,   0.232375
     203,  -0.006653,   0.980590,   0.233352
     218,  -0.003845,   0.985229,   0.232863
     234,  -0.004456,   0.985839,   0.233352
     250,  -0.002625,   0.984130,   0.236159
     265,  -0.002869,   0.989135,   0.237624
     281,  -0.005799,   0.982299,   0.237869
     297,  -0.005799,   0.987914,   0.236648
     312,  -0.006409,   0.982909,   0.236282
     328,  -0.006653,   0.985473,   0.232497
     343,  -0.006897,   0.987060,   0.231398
     360,  -0.007019,   0.985961,   0.231276
     375,  -0.003601,   0.987548,   0.234572
     390,  -0.004090,   0.982177,   0.236404
     406,  -0.002014,   0.989379,   0.232619
     422,  -0.006653,   0.983031,   0.230666
     437,  -0.003113,   0.983275,   0.236648
     453,  -0.004700,   0.989257,   0.235671
     468,  -0.003235,   0.991821,   0.232253
     484,  -0.001404,   0.994873,   0.237746
     500,  -0.012147,   0.988036,   0.237624
     515,  -0.003113,   0.985351,   0.234450
     531,  -0.003479,   0.987060,   0.233352
     547,  -0.001892,   0.985717,   0.234939
     562,  -0.005066,   0.982543,   0.233718
     578,  -0.005555,   0.988891,   0.233352
     593,  -0.005066,   0.985473,   0.234328
     609,  -0.004822,   0.984008,   0.232863
     625,  -0.004700,   0.987304,   0.234084
     640,  -0.007142,   0.984252,   0.232985
     656,  -0.005799,   0.988036,   0.230422
     671,  -0.002869,   0.984984,   0.235061
     687,  -0.002014,   0.985961,   0.234939
     703,  -0.007996,   0.983886,   0.231398
     718,  -0.003968,   0.986083,   0.235061
     734,  -0.007630,   0.986938,   0.234817
     750,  -0.009705,   0.983764,   0.233962
     765,  -0.003235,   0.985595,   0.231887
     781,  -0.007386,   0.966062,   0.235061
     796,  -0.021547,   0.974974,   0.239944
     812,  -0.004090,   0.984130,   0.232619
     828,  -0.002380,   0.989501,   0.235427
     843,   0.013123,   1.035891,   0.242752
     859,   0.004212,   1.014649,   0.251541
     875,  -0.002014,   0.985351,   0.230422
     890,   0.000183,   0.997558,   0.241775
     906,  -0.008118,   0.973021,   0.228713
     921,  -0.000671,   0.996216,   0.235061
     937,  -0.005921,   0.988158,   0.237136
     953,  -0.005677,   0.981200,   0.233840
     968,  -0.006165,   0.990600,   0.235915
     984,  -0.006653,   0.983275,   0.233230
    1000,   0.001770,   0.894281,   0.226393
    1015,   0.007264,   0.986083,   0.242385
    1031,  -0.021303,   0.917598,   0.212354
    1046,  -0.008729,   1.026125,   0.238601
    1062,   0.001160,   0.961423,   0.230544
    1078,  -0.003235,   0.992431,   0.236526
    1093,  -0.005677,   0.984740,   0.229079
    1109,  -0.004822,   0.975829,   0.232741
    1125,  -0.007752,   0.995605,   0.232497
    1140,  -0.006409,   0.983886,   0.232863
    1156,  -0.006165,   0.982177,   0.232619
    1171,  -0.003968,   0.986694,   0.235915
    1187,  -0.007264,   0.985961,   0.233230
    1203,  -0.004456,   0.987182,   0.234328
    1218,  -0.003357,   0.987670,   0.235183
    1234,  -0.005188,   0.984008,   0.231521
    1250,  -0.007264,   0.988647,   0.234694
    1265,  -0.005677,   0.982665,   0.233230
    1281,  -0.004944,   0.985229,   0.234572
    1297,  -0.004944,   0.986449,   0.233962
    1312,  -0.003723,   0.982787,   0.231032
    1328,  -0.004822,   0.987182,   0.236770
    1343,  -0.007264,   0.983764,   0.232741
    1359,  -0.004456,   0.986327,   0.234084
    1375,  -0.004456,   0.986938,   0.234939
    1390,  -0.005188,   0.984130,   0.233352
    1406,  -0.004822,   0.989013,   0.233230
    1422,  -0.003845,   0.987182,   0.233596
    1437,  -0.005066,   0.985106,   0.234694
    1453,  -0.005066,   0.987304,   0.233352
    1468,  -0.003113,   0.986205,   0.232863
    1484,  -0.004456,   0.983275,   0.234450
    1500,  -0.005432,   0.987304,   0.234694
    1515,  -0.008484,   0.986083,   0.232619
    1531,  -0.006287,   0.986938,   0.232497
    1547,  -0.004578,   0.985351,   0.234450
    1562,  -0.003723,   0.984496,   0.235793
    1576,  -0.004944,   0.984862,   0.233962
    1592,  -0.006775,   0.984984,   0.232619
    1612,  -0.003968,   0.983764,   0.235427
    1628,  -0.003723,   0.988403,   0.233474
    1644,  -0.005432,   0.987060,   0.232985
    1659,  -0.005310,   0.984740,   0.235183
    1675,  -0.003845,   0.987670,   0.235549
    1691,  -0.003845,   0.985839,   0.233962
    1706,  -0.003479,   0.986083,   0.235793
    1722,  -0.007996,   0.968504,   0.233107
    1737,   0.009339,   1.109260,   0.258378
    1753,  -0.010926,   0.934811,   0.226027
    1769,  -0.008729,   0.960569,   0.231032
    1784,   0.006897,   1.044436,   0.243240
    1800,  -0.006409,   0.951413,   0.226027
    1816,  -0.004578,   0.986327,   0.237624
    1831,  -0.004456,   0.994629,   0.237136
    1847,  -0.005432,   0.979735,   0.233230
    1863,  -0.007508,   0.983520,   0.232985
    1878,  -0.007264,   0.980345,   0.236159
    1894,  -0.003723,   0.988403,   0.234450
    1909,  -0.003113,   0.983031,   0.232497
    1925,  -0.004212,   0.989135,   0.235671
    1941,  -0.006287,   0.984130,   0.232863
    1956,  -0.005310,   0.987060,   0.233352
    1972,  -0.006165,   0.985351,   0.232375
    1987,  -0.006531,   0.986327,   0.235671
    2003,  -0.005921,   0.987548,   0.232131
    2019,  -0.005066,   0.988281,   0.234817
    2034,  -0.004090,   0.986571,   0.233474
    2050,  -0.005188,   0.984862,   0.233230
    2066,  -0.003845,   0.986938,   0.235305
    2081,  -0.003845,   0.982543,   0.230666
    2097,  -0.003601,   0.985839,   0.236404
    2112,  -0.006043,   0.987792,   0.233352
    2128,  -0.004090,   0.984374,   0.233718
    2144,  -0.003968,   0.985961,   0.234328
    2159,  -0.004578,   0.984252,   0.234084
    2175,  -0.002625,   0.985961,   0.235061
    2191,  -0.002991,   0.985595,   0.233352
    2206,  -0.004944,   0.989135,   0.233962
    2222,  -0.006043,   0.984618,   0.233962
    2238,  -0.005188,   0.986571,   0.232375
    2253,  -0.003845,   0.986938,   0.233474
    2269,  -0.003235,   0.986205,   0.234694
    2284,  -0.005188,   0.985839,   0.234328
    2300,  -0.006165,   0.984008,   0.234450
    2316,  -0.004944,   0.985106,   0.233474
    2331,  -0.004334,   0.985473,   0.235305
    2347,  -0.005921,   0.985717,   0.236282
    2363,  -0.003845,   0.984618,   0.232741
    2378,  -0.004700,   0.986449,   0.233107
    2394,  -0.005799,   0.988036,   0.235183
    2410,  -0.007874,   0.985595,   0.232375
    2425,  -0.004700,   0.987426,   0.235671
    2441,  -0.004212,   0.986938,   0.233596
    2456,  -0.005432,   0.985839,   0.235427
    2472,  -0.004090,   0.988647,   0.234206
    2487,  -0.005677,   0.974852,   0.232619
    2503,   0.007386,   1.035891,   0.243362
    2519,  -0.022279,   0.953366,   0.240188
    2534,  -0.012879,   0.976561,   0.233962
    2550,  -0.004212,   0.993896,   0.239578
    2566,  -0.008729,   0.974608,   0.229201
    2581,  -0.001892,   0.994384,   0.235549
    2597,  -0.006531,   0.978514,   0.233718
    2612,  -0.002747,   0.990356,   0.234206
    2628,  -0.005799,   0.987182,   0.231887
    2644,   0.000183,   0.980590,   0.233718
    2659,  -0.005188,   0.989257,   0.235061
    2675,  -0.008118,   0.980223,   0.232497
    2691,  -0.005921,   0.988158,   0.234572
    2706,  -0.002014,   0.984008,   0.237991
    2722,  -0.001160,   0.988036,   0.232497
    2738,  -0.005310,   0.987914,   0.232619
    2753,  -0.007019,   0.984252,   0.232863
    2769,  -0.004578,   0.984984,   0.235549
    2784,  -0.002869,   0.984252,   0.233840
    2800,  -0.005432,   0.987060,   0.233718
    2816,  -0.008362,   0.983642,   0.233596
    2831,  -0.006165,   0.987060,   0.235549
    2847,  -0.003235,   0.985229,   0.233352
    2863,  -0.005310,   0.985961,   0.234450
    2878,  -0.006775,   0.987426,   0.233718
    2894,  -0.006165,   0.985595,   0.233230
    2909,  -0.004090,   0.987792,   0.233962
    2925,  -0.005310,   0.986205,   0.233107
    2941,  -0.003357,   0.986571,   0.233718
    2956,  -0.006287,   0.985106,   0.234328
    2972,  -0.005310,   0.986938,   0.233596
    2987,  -0.005188,   0.985351,   0.234084
    3003,  -0.005555,   0.985839,   0.235915
    3019,  -0.004334,   0.986205,   0.232375
    3034,  -0.004090,   0.987426,   0.233718
    3050,  -0.004578,   0.984130,   0.234450
    3066,  -0.004822,   0.984374,   0.233107
    3081,  -0.004944,   0.985473,   0.236282
    3097,  -0.004456,   0.984618,   0.234084
    3112,  -0.001282,   0.985961,   0.232009
    3128,  -0.004212,   0.985106,   0.234572
    3144,  -0.005921,   0.985595,   0.235549
    3159,  -0.004700,   0.986205,   0.233107
    3175,  -0.009583,   0.985595,   0.233474
    3191,  -0.003968,   0.986938,   0.234084
    3206,  -0.004456,   0.985473,   0.232497
    3222,  -0.006897,   0.983764,   0.233840
    3238,  -0.005066,   0.987548,   0.235183
    3253,  -0.003113,   0.984496,   0.235793
    3269,  -0.004944,   0.985229,   0.233962
    3284,  -0.007874,   0.984862,   0.233596
    3300,  -0.005188,   0.986083,   0.235061
    3316,  -0.003968,   0.985229,   0.233840
    3331,  -0.004090,   0.985595,   0.232863
    3347,  -0.003601,   0.986327,   0.236526
    3364,  -0.006043,   0.984008,   0.233474
    3378,  -0.005188,   0.987060,   0.233718
    3394,  -0.003357,   0.986205,   0.232619
    3410,  -0.004944,   0.985595,   0.234450
    3425,  -0.004578,   0.987060,   0.233962
    3441,  -0.004700,   0.987426,   0.231276
    3456,  -0.004822,   0.985473,   0.232619
    3472,  -0.004456,   0.984984,   0.235061
    3487,  -0.005432,   0.984374,   0.232985
    3503,  -0.005188,   0.984130,   0.233718
    3519,  -0.006043,   0.985229,   0.234817
    3535,  -0.003968,   0.986083,   0.233474
    3550,  -0.006165,   0.987182,   0.233230
    3566,  -0.004334,   0.985351,   0.232009
    3581,  -0.001282,   0.986571,   0.233962
    3597,  -0.005677,   0.987548,   0.231887
    3613,  -0.004822,   0.986327,   0.232985
    3628,  -0.006531,   0.983886,   0.235305
    3644,  -0.005555,   0.985106,   0.235183
    3659,  -0.004822,   0.985229,   0.235061
    3675,  -0.004822,   0.985717,   0.234450
    3691,  -0.004700,   0.986083,   0.235061
    3706,  -0.005432,   0.985473,   0.235061
    3722,  -0.005555,   0.985473,   0.233230
    3738,  -0.005432,   0.984862,   0.233840
    3753,  -0.006165,   0.985717,   0.234572
    3769,  -0.006287,   0.985106,   0.233840
    3784,  -0.003845,   0.985351,   0.233596
    3800,  -0.006043,   0.986449,   0.233107
    3816,  -0.005432,   0.985839,   0.233596
    3831,  -0.005432,   0.987792,   0.235427
    3847,  -0.005066,   0.984130,   0.236282
    3863,  -0.003723,   0.985351,   0.233962
    3878,  -0.006653,   0.986327,   0.234694
    3894,  -0.003601,   0.986083,   0.233718
    3909,  -0.005432,   0.985717,   0.232741
    3925,  -0.005066,   0.983275,   0.233962
    3941,  -0.005432,   0.985351,   0.234817
    3956,  -0.005921,   0.985595,   0.233962
    3972,  -0.006897,   0.984618,   0.233352
    3987,  -0.004700,   0.985595,   0.234817
    4003,  -0.004090,   0.984252,   0.234572
    4019,  -0.002136,   0.984130,   0.234084
    4034,  -0.004822,   0.985229,   0.233107
    4050,  -0.004334,   0.984496,   0.235305
    4066,  -0.005921,   0.985961,   0.233474
    4081,  -0.004212,   0.986205,   0.233962
    4097,  -0.005921,   0.985717,   0.232375
    4112,  -0.002991,   0.984252,   0.233718
    4128,  -0.002747,   0.986571,   0.233962
    4144,  -0.004822,   0.985595,   0.235061
    4159,  -0.005188,   0.983642,   0.232985
    4175,  -0.005555,   0.986083,   0.231887
    4191,  -0.003968,   0.986083,   0.234328
    4206,  -0.006043,   0.985351,   0.234817
