      33,   0.013368,   1.003418,  -0.044375
      49,   0.007996,   1.002320,  -0.038882
      64,   0.002258,   1.005371,  -0.030703
      80,   0.003723,   1.005615,  -0.036929
      96,   0.000916,   1.001099,  -0.034121
     111,   0.003845,   1.006104,  -0.035708
     127,   0.002625,   1.008545,  -0.034609
     142,  -0.002380,   1.006104,  -0.032167
     158,  -0.006409,   1.006226,  -0.036684
     174,  -0.000061,   1.005371,  -0.047793
     189,   0.007264,   1.001099,  -0.049014
     205,   0.004822,   0.996948,  -0.038271
     221,   0.001892,   1.001953,  -0.034121
     236,   0.011903,   1.008912,  -0.041323
     252,   0.021058,   1.010987,  -0.046573
     267,   0.015199,   1.005127,  -0.050235
     283,   0.011170,   1.002564,  -0.047183
     299,   0.007142,   1.002198,  -0.046939
     314,   0.008362,   1.000244,  -0.048526
     330,   0.007264,   1.002075,  -0.049503
     346,   0.005921,   1.005005,  -0.048404
     361,   0.004944,   1.007325,  -0.050479
     377,  -0.015077,   1.017213,  -0.046206
     392,  -0.023866,   1.004273,  -0.049869
     408,  -0.005799,   1.009278,  -0.041812
     424,  -0.002869,   1.005982,  -0.039126
     440,   0.003968,   0.980468,  -0.054141
     455,   0.000183,   0.979857,  -0.050723
     471,  -0.004334,   0.999512,  -0.039004
     486,  -0.016419,   0.995727,  -0.041445
     502,  -0.026918,   0.990478,  -0.048770
     517,  -0.012147,   0.990722,  -0.050357
     533,  -0.002869,   0.971068,  -0.049747
     549,   0.010071,   1.001221,  -0.031435
     564,  -0.000916,   0.982665,  -0.040347
     580,  -0.017762,   0.969603,  -0.053165
     596,  -0.014466,   1.001343,  -0.041812
     611,  -0.029116,   1.017457,  -0.037173
     627,  -0.032412,   1.020021,  -0.028017
     642,  -0.035952,   1.019655,  -0.021547
     658,  -0.028627,   1.006714,  -0.022401
     674,  -0.020448,   1.003906,  -0.032045
     689,  -0.004700,   0.994995,  -0.039492
     705,   0.010804,   0.998291,  -0.040347
     721,   0.009217,   1.009888,  -0.030092
     736,  -0.007142,   1.017457,  -0.025942
     752,  -0.012635,   1.034426,  -0.012635
     767,  -0.017274,   1.036379,  -0.032656
     783,  -0.026430,   1.024782,  -0.046206
     799,  -0.038760,   1.049808,  -0.044864
     814,  -0.040225,   1.073125,  -0.034609
     830,  -0.020814,   1.035647,  -0.028139
     846,  -0.003723,   1.022462,  -0.018373
     861,   0.014344,   1.017946,  -0.009339
     877,   0.017030,   1.057865,   0.000549
     892,  -0.001892,   1.021608,  -0.026552
     906,  -0.018861,   1.009278,  -0.038271
     921,  -0.025453,   1.026857,  -0.040591
     939,  -0.021547,   1.039309,  -0.021791
